"SHA","Message","","",""
"0f05ed4758246bdf3efcdab610a3a87401f4a465","Fix `workbench.action.submitComment` (#152464)","","",""
"1a2c2b2916da6110ca2da0aad604a477a8aa03e9","Use full titlebar height for menubar button hit area (Fix #150170) (#151250)","","",""
"0d160ac2376d4c3573ec9620614d625eeb7a5694","Fix bundling (#152389)","","",""
"c3c62cb0542ecaee61e34cbd8d11bfef71df73b6","Fixes scroll synchronization bug.","","",""
"f4ca89503ef2bae923f8fbff6b43b402e8d11f43","Fix #151817 (#152356)","","",""
"4fc5d76213092e8de7fc740de39657dad6ab906c","Fix ranges and validation setting for MD own path + header links (#152270)","","",""
"57037a722805136ca8b9f736d6a250d2433c43e5","Fix `<a>` without href stripping html (#152230)","","",""
"b30e46bc50061ee485b4b872570a5d70e8766e1d","Fix symbolkind icon","","",""
"b71f44bab23c1758b2f94bc3572e0573068c9295","ðŸ”¨ Fix inactive assertions on choice options","","",""
"9232ebbdcbdea55c27907373d94e3082091ac75f","Fix 1ds appender (#152198)","#20220615.51 failed","",""
"82222d60c8599240d4caa07a6e85f18c4bceb2bf","Fix compile","","",""
"1be5c3ddd9369ac7937cc376a66af469a072b1db","Fix layer issue","","",""
"ef8f1ff4c4cfea74095e1779d283c670b5654e13","Fix json schema for notebook renderers (#152100)","#20220614.87 failed","",""
"731de36736fda076505da6aa283b099f51e204cb","Fix #152070 (#152093)","#20220614.80 failed","",""
"dda67a9626ebc385dd2f9ff6a649d2dd6d3df299","Fix suggestion widget hanging. Closes #152010","","",""
"9e2b6e082c36b1944670fe004c81b3f02d007e6b","Fix close button layout in exception widget (#152002)","","",""
"2a42323fb02a09fdce3b917e143b17eec020ef77","Fix Continue Edit Session authentication flow and add error handling (#151975)","","",""
"bb012a16bd63f19a7730b307f9dc9b8c14dfe78b","Fix first cell being revealed at the bottom","","",""
"d1dbd727b02f957fccd9e5ed3f341cbac58d536e","Revamp cursor navigation to do the right type of cell reveal when moving to/from markdown cells Fix #147527","","",""
"f33aeb876f2acd410693ccd241b667ce4173fd09","Fix accidental line of code","","",""
"71c15eac23c7cf2e32b3ed8222c6ac4d35c614ba","Fix terminals in editor area not reloading","All CLA requirements met.","",""
"8946d9ec2f36d5c87a12874fadefee91b60151ca","Fix Continue Edit Session experimental feature flag (#151799)","","",""
"8740995aea19e3ead6c255933c072aeec9ece6b4","Fix css logic for layout control (#151779)","#20220610.104 failed","",""
"44e805f17c77bf0c103b9060f04f686913542c1a","Fix #151177 (#151764)","#20220610.90 failed","",""
"cc5ede279e911bac8266fe990f385dacc191914e","Fixes webviews are broken on Firefox (#151679)","","",""
"6f7c121151554978ff2655603289933a3c4bbeab","Revert ""Fixes #139175"" (#151649)","#20220610.79 failed","",""
"85323c12b433106714532c9dca6f0e3fcc04d1ad","Fix #151729 (#151730)","","",""
"d5e7687940f7e149cec99865a7069de11cb3fdb9","Fix updating outputs of another cell using a NotebookCellExecution (#151573)","","",""
"cb2d3caec18352c2e5a5b0fce40b900eb2cb7785","Fix #151650 (#151651)","","",""
"03e43d3bd5a803c130226f9f960e1d872f186472","Fix unit test DI warnings","All CLA requirements met.","",""
"84c141253338b5497ebc41ad2d2a2f03fac9d0b6","Fix #148150 (#151594)","","",""
"e46b49e27340a5bdcadc5a9342d5f9e23eabfe77","Fix #151515 (#151590)","#20220609.22 failed","",""
"088e2a8d6ca983cf257c1120ed1082713b074014","Fix some missing registrations (#151575)","#20220609.6 failed","",""
"48cfaa21875348e6c70610c746a3918f785235b6","Fix rename of paths in markdown reference link definitions (#151545)","","",""
"bdc8850815e78018c35753d4ae3b1df28d33e8df","Fix missing symlink explorer decoration if file is opened from quickpick (#147629)","","",""
"737e8cc3de2f1beaa59a20a27acd1a5c82a85821","Fix #151193 (#151520)","","",""
"793b0fd55003b731a344c32111d529fedff04eed","Fix handling of remote authorities using ipv6 (#151500)","","",""
"da6e512e1333a3e96a8f9a217ae184fa7db759d4","Fix Altair save button in the interactive window (#151389)","#20220607.69 failed","",""
"9545af80f69becea056b57f1fd846f7e764f018c","Fix markdown link detection for links with titles (#151459)","","",""
"9daa6e91253350286f23b218afad8df72f283611","Fix #151400 (#151432)","#20220607.41 failed","",""
"b658848c9b65b0d329442628870de5ada87847a6","Fix test to work","","",""
"2b71d110407705edaf3bf8a2db9b02291189ed78","Fix for 151376","","",""
"3c163c34396661b48ebc26a3cbc38e25e1ed3749","Fix test disposable","","",""
"aa3ea7fd8563a0813612f8b4bb98f2054599574e","Fix import","All CLA requirements met.","",""
"9c13b46889df60de919f1a8b3207eeb0e29b647b","Fix unwanted extra spaces when pasting code with JSDoc","All CLA requirements met.","",""
"797e4995e5cd164fcb173ad77640720004ab6fa5","Fix bad GDPR annotation (#151241)","","",""
"52b1dcc5ab12d3f028c9664dba46af98ebac41fc","Fix label formatter caching take 2","","",""
"2aaacca8eb39df75247d33ad43c734add7296606","Fix first command in zsh not getting right exit code","All CLA requirements met.","",""
"dad162f8f376537aacd2e6fab65a4ea28fe65176","Fix extension tree file icons (#151210)","","",""
"233d54cb75b310ef380b1f380e8add9329c3cbc2","Fix #148493 (#151126)","","",""
"ea381c956a34657383c7fe7a47fa352468348808","Fix releasing alt sometimes not hiding locked hovers","","",""
"b90b9d1fdce688aba6c1a90769f24611808769d8","Fix PS1-based bash shell integration","","",""
"8ab44e6baa75e799720741189018cbe3f4957b44","Fix full screen menubar alignment/padding (Fix #151048) (#151142)","","",""
"922b12b651d847941fb2158bc20e243929846ce4","Fix terminal find border width","","",""
"f7ec978c4163742ab1464d9afe70d186bc0808d6","Fix merge editor checkbox border width (Fix #151124) (#151131)","","",""
"af865d481e9db2b59b07ff560987b3feb6a800d9","Fix floating button padding (Fix #151129) (#151130)","","",""
"097e4df577673542f6ffce0cf24af9319bdcc264","Fix #148253 (#151118)","","",""
"70647a2ffd5262e8585d69a19e718f2c16a0b082","Fix #150041 (#151108)","","",""
"826f0f6e4a83529467ad04719fdbfcc64102b172","Fix #151011 (#151075)","","",""
"25ad60b1b1b895e487fa3f3322716eb8a33acded","Fixes #149460 by returning null for unconfigured brackets.","","",""
"af8d5d9216bfa0ae99bc88853c7424dafe6d0dfe","Fixes #150968: Take into account the zero width non-joiner when computing the character's offset in the part","All CLA requirements met.","",""
"45fa81b5188077b6316542722c5bbd688003f63e","Fix #142890 (#151086)","","",""
"84241b284d49893ebd507b13d38fc4d8c4fe2a57","Fix accidental grammer mistake to .d.ts (#150991)","","",""
"f6be0d4da486441dd38c6c8a9539e31774ffdd71","Fix #150607 (#150975)","","",""
"7fe5d474cfc3371968e92cfd2ef7fac1732cbb87","Fix #150832 (#150957)","","",""
"185d3ee2a1fa06a910f3cf4eb0d8fd16bce3fc41","Fix #150725 (#150956)","","",""
"ccf48c8761abed18c0a92795cb38321a4ad61660","Fix #147238 (#150947)","","",""
"ec1733f6440fe420e7168636ed2c2b507eef12c7","Fixed bug: Jupyter Notebook search/replace not being seeded by selection (#146601)","","",""
"a5b78ff4cfc6f9660eb0889144d72654bb2a90b0","Fix #150822 (#150903)","","",""
"32d4e7ee296679532b186683811553d352a44c7e","Fix #150795 (#150901)","","",""
"903f9903f4f14e0d7ec1a389b9da617848e7f609","Fix #150595 (#150880)","","",""
"b5ecd45aea50227b68741d5cb3d6c2bf040e7dd7","Fix #150827 (#150874)","","",""
"9a2e8df8110c91cb7dc9271a5f20f366a115528a","Fix incorrect ligatures when rendering whitespaces (#150349)","","",""
"80d30e41d790c774230b00dd480895d55451d967","Warn when using an empty argument. Fixes #150714 (#150715)","","",""
"49ffe90ee9b385a19d05874512533e5585cbcd9a","Fixes checkbox positioning at the document end.","","",""
"5b9978cc67dd09c92d87f41bb3d701cc505372de","Fixes end-of-document line change bug.","","",""
"d9225482faa9922efd0e88058c1bb9152d17a615","Fix #136258 (#150563)","","",""
"b6171f3de43cb680dc42a886b715701dae7aad0b","Fix terminal profiles smoke tests","","",""
"d07084f754cee17a19aa02e7102557296db77081","Fix active group if closing a terminal above the active group","All CLA requirements met.","",""
"5c77ef5850a8749640192d38fa3aedcb8c87f14c","Fix default copy paste (#150495)","#20220527.1 failed","",""
"f86bbaa2a510b411ce4fb29da5766d8870880924","Fix terminal find styles","All CLA requirements met.","",""
"e262c88fb16e1d4ec5c7d5cf82ac78dad7961091","Fix process.platform for picomatch (#150430)","","",""
"b180649a62f01a5ccb8c271dc8490c05aba29de3","Fix unit tests on node","","",""
"5f7983c8a56149771132cb1a6c60ba5e374d93af","Fix tests to work with new link filtering","","",""
"149e2b7674ba0888cbb7cf8bbd70f45db7393fa5","Fix #149831 (#150276)","","",""
"8eeed3dd6c140da47b326d99e5a0579465c4f62e","Fix bad layout of search input (#150405)","","",""
"0226ad3aa7ca779076f6d4e5bfd5bceec13170bf","Fix drop data transfer overwriting everything with `uri-list` mime (#150319)","","",""
"7226b69ff49978173938a73a5d6ff59d51022e8b","Fix layering issue","","",""
"bf6971ac461b2c5a99765e437f5019d7e7c19213","Fix enablement check (#150297)","","",""
"397fa12a6c86ea3e9ce3a44826bb9b638a3048d5","[easy] Fix a typo for ""synchronizing"" in log string (#150236)","","",""
"9322fd543d401efa136d24656c8be455edd7c010","Fix test to pass","","",""
"ac0a282547d16089582d7506e721415954505733","Fix default override model value (#150232)","","",""
"ffb503f65a8f957fdbce6b2e7cddcc6922c1314c","Fix #149632 (#150278)","","",""
"339c3a9b60594411c62ea3ed9123a0b26cf722e9","Fixes #150176: Extract code related to encoded token attributes to a separate file (#150275)","","",""
"3e83fa95b06af67b9e0e3bbffda3f93e9fafe090","Fix #150266 (#150267)","","",""
"3ab95815b5b3adb4a7029e2095f6fa1d5720d5df","Fixes nits.","","",""
"753fc8a044784de7d5f36fe849a1ccfb26d417ed","Fixes bracket fixing bug for inline completions.","","",""
"faa736ed0ef26b9a0bd3f74e11307e9b2b810636","Fixes #150177: Extract `LinePartMetadata` to a separate file (#150259)","","",""
"e2816721e14e8e69affdd0334690e66bd7266e64","Fix scrolling to happen on execution too","","",""
"138f4e9abd2316a001687130068c519fbcf2621c","Fix ignorefile parsing on windows (#150213)","","",""
"d1d31a284915522fed87bf922d4181124b7350fe","Fix weird undefined bug (#150063)","","",""
"1f5563fe8e8a7afabd1e05f938af599d527be753","Fix unit test to use new correct uri path","All CLA requirements met.","",""
"5062feaeaa99c45da77574e97a09d3a6f91401ae","Fix #150028 (#150053)","","",""
"281f027d0065b407babd86866f0ea1b4c82ec0c6","Fix typo in autoReplies setting","","",""
"e76ad21903c01bd420949366f8f26fc2a1d1f160","Fix typo (#150042)","","",""
"9e1c5d60ae7b68cf12293592fbb88b726a69fbb0","Fix exception that could occur during render","","",""
"279b7a8633558e8c95cba4d02d76e98cf996c741","Fix DecorationAddon being disposed of immediately","All CLA requirements met.","",""
"993c36c9205f156c1246f65161fa4796d460502f","Fix markdown ext errors accessing disposed webview (#149960)","#20220520.25 failed","",""
"d93881d70673837285d6e42137f6d45c1d9769f5","Fix #149518 (#150022)","","",""
"2c9c8e6770df84d39c837f875818763c5f4cf49f","Fix lazy button layout and cursor (#149963)","","",""
"a49e21c63b6e40a33206df55d7bb40beaee2f406","Fix notebook output double spacing (#149842)","#20220518.63 failed","",""
"49f9aecd0aa2aef56324716f943bae65053f0302","Fix terminal theme tests","All CLA requirements met.","",""
"ca280a1685a34207a8bcf4826f8294d824b3caf7","Update menubar button styles (Fix #149834) (#149835)","#20220518.37 failed","",""
"688c80245936b49b7ceca494d9edfe97cae06f8a","Fix lazy button layout in debug hover. (#149789)","","",""
"95603b0f2ed4a6bf55d33eb9ac35d8350db12f44","Fix hygiene (#149763)","","",""
"4f2785ebd3868d613ad0823890251ec905f6c536","Fixes #147289 (#149594)","","",""
"3601028fd6582dc3483c4d9d3a345879f5d0acc3","Fixes unused imports.","","",""
"dd9dca9825effa9d8db2decaeae017947be65e03","Fixing some html tags detected as autolinks for diagnostics (#149511)","","",""
"cf615d5700c64f4e4707b6753ca227803906e8e4","Fixes #148983","","",""
"781a09af074ffb9ad1a371e058d0d6f1ae305078","Fix typo","","",""
"c77e9a64e961e6d0aec08df354cd6f84d13c7c3b","Fixes #149412: Validate that semantic tokens edits reference valid offsets (#149448)","","",""
"9b7577420d947e32fc43ad74c0497be24f180938","Fix #148957 (#149392)","","",""
"517d9cfc30caeffd9f959581230b9d22168b00c1","Fixes #148349: Extract viewport start properties to a separate class (#149350)","","",""
"7e6911ec5962aa6a50c044213687c980236f2355","Fixes #149341: Set the background image directly on the element style (#149342)","","",""
"55e23b504b4fd869c27a1f181644415d0a4b0ea0","Fix auto tasks in the browser (#149331)","","",""
"c57173721932f37d4061b978cd8cece83a6b92a4","Don't escape launch config args that are only '<' and '>'. Fix #148887 (#149284)","","",""
"2bf6f8e55ff1738a576656401d0973572db9275e","Fixes #146444: Call `setPointerCapture` with all pointer types","pending","",""
"2297ad5c546b455421e942743e117a3c7c9a873a","Fixes #147732: Convert incoming URIs or marshalled URIs to strings (#149266)","","",""
"0175770dc3f75ef71374ea37f2c179dc961c4c44","Fixes #147978: Remove throttling from mouse move listeners (#149252)","","",""
"54c16e445fef23a8c5fb94a387ba73cb4c429e99","Increase settings upload timeout. Fix #149089 (#149203)","","",""
"f01851dcdca4e532447d0481dc58cc0ae151ba4c","Set correct editor selection when moving cursor from one cell editor to another. Fixes #147527","","",""
"91a9cf495b9b0907309f8dbd4787ce2eba9c2f02","Fix #137330 (#149093)","","",""
"c161ce415092a03bba4fa1466cce1df5364c18e1","Fix disabled state for debug toolbar icons (#149172)","","",""
"9a1e8d12fb12c8c5b659fb65292675d165bfa1f3","Fixes #148256: `\t` should jump to next indent tab stop and not just add the tab width (#149164)","","",""
"ae7d4f417abb6d7b72b52df1f73bce9a8adef9ae","Fixes #148893: Use the change accessor pattern to avoid leaking decorations via `deltaDecorations` (#149161)","","",""
"dcf27391b7dd7c1cece483806af75b4f87188e70","Fire setFunctionBreakpointRequest once when adding a function breakpoint. Fixes #148960 (#149004)","","",""
"71684f6c4f3b6db4f071d58534c40be897930e8d","Fix compile","","",""
"ca48cde75b3f439c6295cb30aa00b0be391014f0","Fix inefficient regular expression (#149099)","","",""
"69509392d39995f314cc18ea93204b20338843b2","Fix review comments from Sandeep","","",""
"95a97e808a9a5c2ad192c83897de917530a0d2b6","Fix infinite loop in the disassembly view (#148556)","","",""
"7da792ae7cb53ee5a22b24016bca5dee31f43d41","Reenable smoke test Fixes #137195","","",""
"84c6b26ccbf4394b1ca89ed4d9fa635d17d7d2d7","Fix compile after merge","","",""
"526505636e4d4f86a1ba1545e08a17f8b8d8140d","Fix position of webviews and notebooks when the editor grid scrolls (#148858)","","",""
"df5abb3026e61438b72322e3705294f4f4d69f54","Fix #94151 (#148052)","","",""
"a5f0a295270dcae74b153e8c641dc3d9ebbdf3d2","Fix","pending","",""
"8217d5ff82ead3912b2dd589dc6ab4e6cb5a0e08","include separator label in aria label. Fixes #141856","","",""
"bae40168ae710efd2aacf7f97d5117d8ad10d828","Fixes issues from code review","","",""
"0f12650f38c87f85a3b1a5a6a27adc67dc7385f1","Fixes #148651: More strict validation for semantic tokens","","",""
"9dab79d9c8680f11f4453f9e39cd5902ac8d91c5","Fix markdown web extensions (#148739)","","",""
"40524ee3834992c772a285d874ac2292feda8919","Fix #142756. (#148725)","","",""
"864c20e550a55cddcc8ccaeff13bba1777cbf949","Use ETag caching when running from source. Fixes #148642","","",""
"dda747f19d6674b0494f983967dee21a993259e2","Fix #148646","","",""
"b033e551c50f32a116199d9b942e8724225785a6","Fix #147036","","",""
"57dde380663b1299dfe0d6e4114b6b3db7f4149f","Fixes #148538: Respect passed in `autoStart` in desktop case and improve TS typings to improve find all references","","",""
"82ad6afd364942f5313e21618c2d05e824fbcce5","Fixes microsoft/vscode#147936 (#148503)","","",""
"e14b203fe2d8e88ba5ed725d3a2075ebccaf33cd","Fixes #148561.","","",""
"5a13636bde7c6bbb4bbb471f1f8142289bda106b","Fix #148187","","",""
"892d6ec2a2dcc22b216f5d4dcee025c96efc4ccb","Fix md workspace cache for untitled files","","",""
"8449a9f5cbfbc865f93f093f74be3b582d8f6792","Fix md rename when file does not exist","","",""
"9d5e79cec2340635145e048c1c0a4c0781593b45","Fixes #148447 (#148456)","","",""
"5b7ed788d7f6c7f89a7a08e9e67abdcba8b3d1b6","Fix #96784","","",""
"482f2ba74321778e2b947876b914537f9f9ab6b9","Fix #145773","","",""
"e1b2cd8068bc11024bec7dde205b6ed311e004c1","slightly more descriptive text. Fixes #147800","","",""
"6fd33cc509b45be16f59fd50a1993708e497b014","Fixes #146947: Bind event listeners to the `window` in case `setPointerCapture` fails.","","",""
"9faf343eab7bed0f7dfc59d306f7f159d2f8fa34","Fix #148385","","",""
"781d0e4a94d61033b0226bee95620ad687b1d027","Fixing #146093","","",""
"5ee2eed5afca47e736ce6bc59e06f193cc272d3d","Fixes #147944","","",""
"aea5b8cea0f12227e7623989a43d4bf4920c623e","Fix comment actions not showing Fixes #148279","","",""
"ed63059a4752d031535182b1d6eb37719483fbbd","Fixes microsoft/vscode-remote-release#6543: Go through the unexpected error handler (which has async endless loop protection) instead of using the console in the SIGPIPE handler","","",""
"66f12dd64eb4ba7a79dbd6d5d689885ee09a1e74","Fixes #148354 by only calling this._mouseDownOperation.start(...) when shouldHandle is set.","","",""
"155389030c0741ef9dc76da7b03b67559d34ee74","Fixes #148154: When there is selection in the editor","pending","",""
"e0dc61da20dc7aead439485538ab192fa5e74297","Fix tree drag and drop for files","","",""
"41d846182426c876e54de45420cb3ebacfe642d5","Fixes #147448: Do not use the viewport start line from the previous frame if a scroll event came in the meantime","","",""
"7fc8af4e2d8f50a3950b809b9beab86fa5135f29","Fix #145665","","",""
"5c45e2c8adc3903052ab9ac8033d8ec162b6c481","Fix #148218","","",""
"c4e1f19aac0ef025ec208bc5d6500df5e5e36600","Fix #148255","","",""
"7c542ab78e52cbd1fc3afed7c465a81aa3e1c48b","Fixes #146770: If no text is pasted"," 27 Apr 2022 23:10:11 +0200","pending",""
"d8d25af3ab734ac332f30a8fc5a8dd3d05c21d05","Fix #148296","","",""
"15fe71b121ca93887fd565cbea3cec2616cc1fe7","Fix single line comment ranges Fixes #148268","","",""
"55e06cd29a7f1daa63582210dbc1746a74a6284f","Update current comment thread on widget dispose Fixes #148216","","",""
"12c8a19dd534d0d3fca87c2b623c6a5eea61f373","Fix add comment range decorator showing after changing files Fixes #148212","","",""
"eccf3433eaf4201812fcd9b539b2cf7790f3bd0b","Fix comments view not always opening on first file Fixes #148208","","",""
"ac3e081e0ecbee16961053cc2713489e70332650","Improve debouncing logic to immediately react to language changes Fixes #148196","","",""
"c41728c4795c8539f04b945b8fbb0fa186733dd3","Fixes #147896 (#148101)","","",""
"32c8745ba7d7e3450523c3b5688b05c1ffa0e978","Fix custom tree drag and drop","","",""
"ce82e3595e1b04c8a39717206c5f88ac8e601176","Fix #141430","","",""
"32cd2a6dfba0102d91c1bb285863ab61931c89f1","Don't show tree hover and action hover at the same time Fixes #143868","","",""
"a5f1bd19c6567aeb533b29e384b38f5cc36fabdc","Add line height to comment snippet in view Fixes #148054","","",""
"404a525a83a588d828e0b1781a0362e2c7e0ad78","Fix #148111","","",""
"6c94e91d1a855c6bfd6d207df9cf79f288af10f8","Revert ""Fix #148057""","","",""
"d6313c09c9407ddbe220cad014c1374d661982dc","Fix #148057","","",""
"0ca6fff8294f56af5a2fb9e18e588bcc545313e9","Fixes #148043","","",""
"f07b19f5ac4ac4f5df5e67d72a82ccd834cefcae","Fix #148009","","",""
"4f9bad8775676e714da6d25d7514b3e30863f5b5","Fix #145378","","",""
"e1abd2a799d843b37c2bc378e7b0bdb5bf78f469","Fix descriptions for comment thread range colors","","",""
"931997875ed6d37d59345170a07e3e55e4deedfb","Fixes #147420 (#147930)","","",""
"6c71352d5d88071111eb1cb7ff636d105c5c717e","clean up chunked passwords. Fixes #147938","","",""
"0b4e6517fa36741a6aed0c788314fa31b195e713","Update light hc syntax highlighting (Fix #146687)","","",""
"ecb88fbc33020d1ce45846825b1ed8f9845bbd59","Fix ""Disconnect and Suspend"" in attach configs #134412 And also fix the stop alt action precondition","","",""
"c2752e654fe651a28f8e87fddf6b05b345e5b11b","Fix hygiene","","",""
"1b8ca287a024feb1c18ce4ce6d94138822b42ccc","Fixes #140787 watches proper worktree dir (#140789)","","",""
"e30ef407d10c65ab987ff4b639d051e23cd10a9a","Fixes #146412","","",""
"beea29de50f19f7336c93996a3b37cab21aa413b","Fixes #147318: Do not convert `RemoteAuthorityResolverError` to `ErrorNoTelemetry` since it already extends from it","","",""
"7b1168660ac0bb2a7addf8a3cffc5b2045930844","Fix resolving of links on rename","","",""
"b438e8438d6e57260697ec56532a718f0aa76ec6","Fixing rename to use correct file paths relative to containing files","","",""
"1e55117c0247a11952a2dca4ba10176831b09f1c","Fix bad regex #145265","","",""
"70e50659a1b95bf355660b47389272ae4bbe008d","Fixes #146759: If defined","pending","",""
"aa69f3d7623c464aba726d12ea0d83428f43e8b9","Fix #15178 Finalize tabs API ðŸŽ‰","","",""
"1ccee4ae21cd59fba7c3a8e7a7fef2ab3e822996","Fixes #143484","","",""
"7e887b76ea4d0fbee838b4240352ce57dfd1895d","Fix version in error message (#147750)","","",""
"b16e71ad2a7b90974d24799a40878cf1c9f80402","Fixes #147724.","","",""
"89d10043719b48a6e6e5978fe61e93fd2c5a5d82","Fix #145265","","",""
"08f9528d33e01abaa21ff558330a3c6d4d268185","Add 'notebookCellResource' context key. Fix #146686","","",""
"8ee64bad04da50ed94a572ee51b32adccaec12a1","added docs. Fixes #145673","","",""
"bc5bfa062158cf598ad568202c044cf566deddf0","Fixes 146816","","",""
"90c40f08ab76072f400a678c07ef5aec15856bb8","Fixes #146524","","",""
"a576b4c066521fe52b248eac9b21e6a01e7d22bd","Fix npm task path now that there's no slash","","",""
"3b57fde7a85d12e4583c492c29f2dcae31434ed1","Fix #147652","","",""
"07e2a4e3f2908a5cad417d57e6ce9b3831d6955e","Fix exec order indicator position when statusbar hidden. Fix #147333","","",""
"70c896184e317984db6f0ff6d605f940b4c1a41f","Fix build","","",""
"2fd2a6041557ea4c7784b8ee7f785a114452a434","Add autoExpandLazyVariables setting. Fix #144861","","",""
"ff289ebac8c29c304c84d997ac181aada522eecc","Support 'when' clause for breakpoints contribution. Fix #133585","","",""
"a9288be67bab4e9c4dbe62207f01fafc2bdaadcb","Focus the editor on debug stop","pending","",""
"52a394bdeaf2efd827f46d0b0bb5efa23ed7c8d4","Introduce removeSessionByIToken to remove sessions that aren't in this._tokens yet. Fixes #145189","","",""
"5919378269660ca153e4a19e015bc00104d6e934","don't surface error on gets and remove microsoft secret migration. Fixes #146553","","",""
"bf2a8fc56490c6f61e24c2469426dfb938a1c068","Fixing line height if drop into prompt wraps","","",""
"b84d1d9d18176572b4eb9f76368bb8204878df08","Fixing capabilities for drop into","","",""
"f2e6fe3b863d076a36a69b410ad29cf6729cf777","Show value on lazy variables after icon. Fix #135147","","",""
"f64927b52f894cdb1c0643f2dcfe8c75b1de03f7","Use a real button for lazy variables. Fix #143602","","",""
"b384d17abb626d4b8300697f08b12055a97fb5fa","Fix #146166: Snippet transform preserves existing camel/Pascal case","","",""
"ce80e8b243df25a530ea10d39970c110e935fa5f","Fix drag from explorer into notebook","","",""
"ab0b7d2399b3be9c30d811d5dc290f068f70cd3f","Eliminate duplicate openEditor call. Fix #136829","","",""
"534aacf7f27c7b262df243ebb2eeebdf50bc4043","Change default of comments.openView to firstFile Fixes #147365","","",""
"711b0708690159cf8e9a5205ad97d39e0d47d424","Fixes #147329.","","",""
"c20b68a62d198e73df34de5f95671eb63c8b5ff2","Fix permissions for everything inside the installation folder (#342)","","",""
"54686071815ef945119d4db11b76bbdf8c176f98","Make npm task path fix backwards compatible Fixes #147193","","",""
"8f5b743a0b459b1a63dd2753112c23ee015a0a5e","[json] Allow ""json.validate.enable"": false in settings / disable JSON validation or error checking. Fixes #114775","","",""
"71cba766553cc2551ba98b072f4b28b2657b0e58","Fixed missed comment range start/end line","","",""
"2b14c472348f0289fc5ce25d1d5651db43138af8","Fixes test failures.","","",""
"fcaeb69ec8e96057423f7dadd52e116e29b80cae","More accurate escaping and quoting for debug commands in terminal. Fix #145265","","",""
"b0c5a282e53fb4c1eb138b9bff0f8e8c169592e1","Restore additionalProperties=false to launch.json schema. Fix #142642","","",""
"8abb91b949a8a560d762ccd80e1e73d14028fded","Fix #96784","","",""
"49b661886b67573bbc54e00898cde86a3f56ddfb","Fix spell check errors in translatable strings","","",""
"2cbe5991f9ee0c46b0ad5c6f6627199800508be8","Fix #145773","","",""
"32001ed925ee8b787cb41a62f009282aaf29072d","Fixes bugs in bracket guides for wrapped lines.","","",""
"eab68392736d0766f4d7ea00b421d125aac2d57f","#147103 Fix layering","","",""
"5669b27cacc7aa7f558d844791aafaead7516b4f","Fix #147103","","",""
"5ce840053dfe6465d200817152ec9c874a75a65a","Revert ""Fix #microsoft/vscode-remotehub/issues/317""","","",""
"722855c138ba22d2220c81eb91f3f50f255411eb","Fix #microsoft/vscode-remotehub/issues/317","","",""
"0f7a2264101d708d8bbfcfe1f6ac6c3bb52398c0","Fix #145996","","",""
"eb4f5e11aa0de04e818db2ca8b2ae9370a44ac98","Don't show debugger disconnect alt when not supported. Fix #145650","","",""
"d3a0e1c0fb2bb1a20408f101ee1341103fb95f0e","Add separate CKS for callstack view rows. Fix #144285","","",""
"2ebc1530f5bc94bb235f53d737e3dadd86b30b20","Revert ""Revert ""Fixes #146529 by canceling the completion session on explicit cursor moves.""""","","",""
"108baab0c61f51257acb058b305ccd5c66055e3c","Fix GDPR typings and compilation","","",""
"91d0063ff3983fde0cd0f15c0dea51c5c25f62a3","Fix bad merge","","",""
"e2b873e1af23a412f85a82998cf7d2a007a82238","Revert ""Fixes #146529 by canceling the completion session on explicit cursor moves.""","","",""
"ecb35103d2f227d523c21fa295f7e37151759b9f","Respect alt action precondition. Fix #147024","","",""
"3a90a6a46d95a523a210d28e42e24e14c28248e2","Add dropdown to stop/disconnect button for additional actions. Fix #134412","","",""
"29eb316bb9f154b7870eb5204ec7f2e7cf649bec","Fixes #146529 by canceling the completion session on explicit cursor moves.","","",""
"1f202b0f2ef1aeba463a1fe39291456f253e79a1","Fixes bracket pair colorization token bug.","","",""
"d1cb6c96928c2fa314841767ea109dd932ba1d68","Fix #146761","","",""
"6785675bf4322f7701467f7d6840fccb0f21c576","Fix editor eating ContextMenu key when contexmenu is disabled","","",""
"bba6c56123815c7058c94f5b23836385ebfe068b","Fix dropping image from webpage into markdown files","","",""
"1df2d85c184ece806678751d3f30e185fd2cde39","Make comments color names consistent Fixes #146813","","",""
"0b270f9e2205779d04ef4c854a18b65be056dac8","Fix #146909","","",""
"61b860aab79935b7b0c6c9184bbfd18ee0de3796","Cleanup legacy recently opened code. Fixes #122623","","",""
"f050b17dacedba13962244b13c70084a473d08f7","Prioritize New File even more Fix #144667","","",""
"a4ff08032428f54c2d036d97119eb3d607103b79","Fix #146641","","",""
"ddf70921cd7db34b0f825c0350506521a8c43d58","Fixes #146486: Add a eager `pointerup` listener which shouldn't miss any events","","",""
"b4b7380576c9b500411aff41f5eda9fa1919700d","Fix md references not checking authority","","",""
"9fe0ba13ce670c5c8f8242ce8bbaffee422354ef","re #146841. Fix actionbar memory leak.","","",""
"9d0c4574f2102d12f916151b791f7beaf789a1cf","Fix compile","","",""
"09f58cbcef29e807020471c039059eb91e2c614a","Fix compilation error","","",""
"5be7b620685225b02a271fe3fbfcca6265a4ef14","Fixes #99589: Do not render whitespace in tokens that contain RTL text (except for line leading and trailing whitespace)","","",""
