"SHA","Message","Build status"
"5315bc8567188908f4a04f47acf3f211b5b07ace","Merge pull request #155321 from microsoft/joh/innocent-tiger","1"
"241057e45bacdd7e9aea57f57b70ca692b225ee5","Merge pull request #152718 from babakks/add-surround-with-snippet-to-quick-fixes","1"
"29e6da6efa2287aaa981635a475d425ff4fd5d5c","Merge pull request #155184 from microsoft/tyriar/155065","1"
"44b7c86844f22f7bafe28fd88b24697a651dc284","Merge pull request #155183 from microsoft/tyriar/155035","1"
"86fc94416c235ff96a4a43709be63a8e4bd37f19","tweak message when closing dirty and conflicting merge editor (#155176)","1"
"e1146e0a25f80668c11a9942ebc78cee8882cfe5","Merge pull request #155046 from microsoft/tyriar/si_cli","1"
"c12daa6ea98ff1b08cb5aebae78aa743c7f58e82","add 'Open File' command to merge editor title bar (#155159)","1"
"0f0101be5f038c38326c5867b164017156617fa4","use `TabInputTextMerge` in git extensions","1"
"23f95b1e935dda5247b638a1a44a41fc91e167c5","Merge pull request #155119 from microsoft/tyriar/155118","1"
"2f5b5626e7d55a9972ad881aae48dc229083900c","Merge pull request #154822 from microsoft/sandy081/shared-process-request-service","1"
"96acd5f37f6a3b9dce05a9d5b99d89b3dc9efaa3","Merge pull request #108401 from turara:resolve-78733","0"
"0cd5f7973a08e1f1901794fdc6c475ebd028225a","Merge pull request #109368 from microsoft/ben/login-dialog","0"
"83d5bad52388b3dcec96a3023614a3bc8096bd81","fixes - merge sync state always when extension is updated - compare version to update remote extensions with version property","0"
"ddf1c354f9a9539dfef1b77a8e08fd4a9507a846","Merge pull request #107879 from microsoft/aeschli/colorSchemeSeparateHC","0"
"2ef6c258b0a93045d2fafa36b42940b0d4401e4f","Merge pull request #107215 from microsoft/aeschli/welcomeViewGroups","0"
"ee8378e8066a70092f773f589b29a4a272a41636","file access - merge asDomUri into","0"
"7f93f17da4a131adee959425354f2b55c5203b94","Merge pull request #107067 from pfongkye/issue/#105866","0"
"c6688faf96e32675d60e9c36c4d6856763a1624b","Merge remote-tracking branch origin/master into joao/build-cleanup","0"
"c1472bd0d6fd411bf52294a9c0dda5bddfb0b97e","Merge pull request #106856 from microsoft/joh/resolveCodeAction","0"
"d45d4ca352ea45b5c4e55e480c879237297d63e7","Merge pull request #106898 from microsoft/sandy081/fix89595","0"
"95d85ec77329af24d3473dc4827578507cd1fd0c","Merge pull request #106953 from microsoft/sandy081/sync/switchService","0"
"923189c75a4b5f97c5df6d183c07adf530f7c4dd","Merge branch connor4312/auto-attach-js-debug","0"
"78bad9989e719fa35845a8cbcdbcf51df933ae35","Merge pull request #106813 from joshbolduc/jenkinsfile-groovy","0"
"9e505675670d65138405321a60b0df4ddec28799","Merge pull request #106560 from microsoft/sandy081/web-playground/login","0"
"d25064ba8a07a5ac49d84813f35213d3f88839bc","Merge pull request #104694 from microsoft/roblou/reparentContextKeyServices","0"
"e75b1a6dcd02813ecb2f139db33dcd2c484c5d80","Merge branch joao/linux-arm","0"
"60f9684f940eee538bb9642394d38acdf3f51a25","Merge branch master into ben/pinned-tabs-setting","0"
"c4d50913a948260f0fc5e12973bb2b904a8f2c81","Merge branch master into ben/pinned-tabs-setting","0"
"5d8fb451b852b6e3b00a811196d161b5c733cda0","Merge branch master into ben/pinned-tabs-setting","0"
"073b9c7ff59a661d748434b8e03daeb1673b0a1f","Merge branch master into ben/pinned-tabs-setting","0"
"e56f766fa973d59293ae594b4bdacef01a090f5c","Merge pull request #106061 from rchl/fix/json-language-features-docs","0"
"b6bb2189cd2ed930026366b014aede146a0bbc4e","Merge pull request #106216 from microsoft/ben/sandbox-environment","0"
"67f3411eb15b6acb89178c9803a38388aa072e64","Merge pull request #106153 from microsoft/tyriar/link_disposal","0"
"3da939d1d749d4fe2cc8d2fa6a3299b67d830233","Merge branch master into ben/sandbox-environment","0"
"1c320c0a141db835fe624e4885a6f5f32c82f534","Merge branch master into sandy081/initUserData","0"
"4cd3ec378ca985af4eb3c932f2a951a0a1061104","Merge branch joao/scm-view-service","0"
"e42f5a6947537890ad7f32ac0d0e1cb986ab5e77","Merge pull request #103349 from nrayburn-tech/semanticobjects","0"
"5e4f1b081bf1659144706b264d8de2adc2ac90f1","Merge pull request #103951 from cyyyu/master","0"
"c95626acd0a737d15053bbfc81ae7e794c45348f","Merge pull request #94825 from ultraGentle/master","0"
"fb13eb1b53acc2e2dae2f52d89fc6623f54a249d","Merge pull request #104052 from pfongkye/issue/#102933","0"
"5f8c07edc497358d9c0c547d3f3410659b2d1fcf","Merge branch master into master","0"
"c1f44f4e3e6410b53b74de904562cd507b96aa8c","Merge pull request #103436 from codebytere/fix-json-reporter","0"
"cf51e846d65837c1d4e00887af9e2c99b823d2a8","Merge branch master into master","0"
"152157be436c019694900765e10dbcc23268e9b2","Merge pull request #103338 from nrayburn-tech/extensiontoast","0"
"330cda8fec700939ebe4275a7fea2483c2600dec","Merge branch master into extensiontoast","0"
"8ca1cf6293821eda6e4319c3aa65d713a6b89b48","refactor sync to reflect preview","0"
"187e9ddf5e4d3398fb6c17e783bcd1eb64377a71","Merge branch master into joao/submenus","0"
"708a3ccd27db7370058def6dc68413c5926aea20","Merge remote-tracking branch origin/master into alex/102062","0"
"0c7c7c3d73c9fdb31de9f9c1466598bd9cb451ee","Merge pull request #103054 from rebornix/rebornix/integration-test-notebook","0"
"0e78d70a991b64bc93b6c5b77b587a74f446cc6e","Merge pull request #102101 from microsoft/aeschli/sortExtByPrimaryLanguage","0"
"9c9877b68ab5a7394fe7ef047a6313adab1dea9b","Merge branch master into aeschli/sortExtByPrimaryLanguage","0"
"5451dbfb9e96d3f28259cb8b9a239a5cd2c745d8","#102581 update icon and merge view into title","0"
"a0603603d94bf1ec706fc31b9b2d70eaf5eabd1e","Merge branch master into misolori/editor-on-type-color","0"
"196a30d1797351128d4188859f86d6d935e07f3e","#100346 merge unmerged resources while applying","0"
"e61413cd55092121c69d8719ccb2069e091ba331","Merge branch master into dependabot/npm_and_yarn/lodash-4.17.19","0"
"4e648e27dd09c6bee1d167e657c6f63bafe2d63d","Merge pull request #102771 from microsoft/dependabot/npm_and_yarn/extensions/css-language-features/server/lodash-4.17.19","0"
"7f9df80a54956eaf8ab589f4ac441a734be5bb51","Merge pull request #102772 from microsoft/dependabot/npm_and_yarn/extensions/markdown-language-features/lodash-4.17.19","0"
"4639fef39a8edd2b566ecff27a677918bdfdc5d6","Merge pull request #102774 from microsoft/dependabot/npm_and_yarn/build/lodash-4.17.19","0"
"ea581395be64519c5fbd3908c9c290f23b0684f1","Merge branch master into dependabot/npm_and_yarn/test/smoke/lodash-4.17.19","0"
"847a98f34c769605610b97e5fb5d6f7bc0500b15","Merge remote-tracking branch origin into rebornix/multi-kernel","0"
"48f23d838fc68c16eab0752e4754a6a3124e0a85","Merge pull request #102471 from troy351/patch-1","0"
"1b314ab317fbff7d799b21754326b7d849889ceb","Merge pull request #101828 from microsoft/roblou/resizeSimpleOutputs","0"
"23600d514d1015788a2b4dc0ac1979155293bb28","Merge branch master into roblou/resizeSimpleOutputs","0"
"dd4c78303b229ac8f7f02131262d385f8be742e6","Merge remote-tracking branch origin/master","0"
"691d20ad2e1051973b4be8b22f48a79902d3e809","Merge pull request #102508 from connorskees/issue-98404","0"
"1d745fe4922f43dae6717263d95aa2c410d49d5d","#100346 add merged prop to resource preview","0"
"9ada5827b47423bbfd7ce0ac8d7ff45123765851","Merge pull request #97644 from ludokx/diff-editor-codelens","0"
"9e21a4e8217c42268d496a6eacc227cf2edfa067","Merge pull request #100445 from gjsjohnmurray/fix-100437","0"
"2697636dc0f110a501aa878fd943af0303378877","Merge branch joao/selfhost-compound-tasks","0"
"ee4b512e2485f19426baa3fdf407c9af72f099a7","Merge pull request #101801 from microsoft/clantz/issue-101361","0"
"11a26457cf85b1663ea6e58ceb6765ecb1b09c8c","Merge pull request #101677 from gjsjohnmurray/fix-101674","0"
"8cd23cf040974c35eed6b337ae45d8f087eec30a","Merge branch master of https://github.com/microsoft/vscode","0"
"01eb1fa8cb6a23e52f46f9be6ebf42e50e4212d3","Merge branch master into fix-100437","0"
"1ec127e62ccb32597d79576d3388649631c1336a","Merge branch master of https://github.com/microsoft/vscode","0"
"0959e79a09b70413dd60924e8d10455047a0384f","Merge branch master of https://github.com/microsoft/vscode","0"
"b4d8f06c93b5e37026bbd0bde70d8a91409e712e","Merge branch master of https://github.com/microsoft/vscode","0"
"76eea18280aec11626ffed511830ea55615afdba","Merge branch master of https://github.com/microsoft/vscode","0"
"0710dca120d16a52b03ba700b8cb70a29baf41ee","Merge branch master into clantz/dev-container","0"
"0fb1871c09f9b9e0ce09787895a48ceee456ce7e","Merge branch master of github.com:microsoft/vscode","0"
"ab97712e7e25e5499bcec04ebbe9296ebaf2525e","Merge branch master of github.com:microsoft/vscode","0"
"ae1599a0b79eebabfd5d0b091aa62499ae241c85","fix merge-conflict for browser","0"
"780d8b24d94de76cc4d78694ddc25c9c81f9d9e9","Merge pull request #97611 from AlexStrNik/fix-peek-problem-actions","0"
"97c2df47eac609ba85a797143b7bbb17e4b15953","Merge branch master into fix-peek-problem-actions","0"
"fe66be1224ecf4aed59acd0310126b671c7c6ecf","Merge pull request #100794 from microsoft/connor4312/allow-multiple-dynamic","0"
"951abb3dbaea45f9ae2c114b3e768190e5f8ad31","Merge branch master into joao/scm-view","0"
"20e8323d5086b2627e081872051f9f047119f387","Merge pull request #100923 from microsoft/aeschli/html-headless","0"
"653a7af4aaff121795492a7b9b90f845fc555d7f","Merge branch master into master","0"
"932aaadc32aba30d3687870d178ad6a46cd78c7d","Merge pull request #100755 from microsoft/sandy081/serverless/inlineBuiltinExtensions","0"
"45a222d4c55b70ac92a034a5b192550378f4c217","Merge pull request #100729 from microsoft/alex/extension-host","0"
"a5cdb444139fdca4c2eb5c04cca9f55340cd2d67","Merge pull request #100657 from MrNossiom/patch-1","0"
"a2668168b249f862fa15e30a67d99feb17598b96","Merge remote-tracking branch origin/master into alex/extension-host","0"
"a5c1ddeb1f1a7efc116b8a3edafa729b2a7a33e7","Merge branch master into joao/scm-view","0"
"f14fa4d0b554cac3c49e478a635c2e236e69403c","Merge pull request #100266 from microsoft/joh/notebook-inputs","0"
"58e91ce0443b1f277e8ea575ae7d8e7b996cfebc","Merge pull request #100288 from daniel-j-davis/feature/paste-in-debug-window","0"
"f4e27033d7ccda12465615f4369e20bb03090b4b","Merge pull request #100285 from microsoft/tyriar/hover_service","0"
"713043432b678b2c3308a26b91e169c0ced986f4","Merge branch master into joh/notebook-inputs","0"
"ac4e67b552fd5101bee9663ad3d5937a2203aa29","Merge branch master into joh/notebook-inputs","0"
"ac46779c72e730c8dabdfaf01845f90654b54ad7","Merge branch master into misolori/secondary-button-style","0"
"f67a58767b5fb8c5ef92b78690063c18bd859d4e","Merge pull request #100126 from microsoft/roblou/listFocus","0"
"a870da6ab23741904a50120fda93cad043ebcbc2","Merge branch master into tyriar/term_errors","0"
"5053f27c39ba68caa857d863677213d72d5200dd","Merge branch master into tyriar/term_errors","0"
"74f9a3d2e9444ce7e9e213518033adbc38f9d9f2","Merge pull request #99912 from gjsjohnmurray/fix-99854","0"
"c7b869a391965c5161a98c0fef96da6842411abb","Merge branch joh/nbRefCount2","0"
"daed3bb13200d73e58eb8df0596d4e50c623cd24","Merge pull request #99675 from microsoft/joh/extUriUnBiased","0"
"503d35a7b21dcc98f4f6139ada2db65700b3ebd7","Merge branch master into joh/extUriUnBiased","0"
"d2fae2e1802deb10b19d57af29dc4659317aff11","Merge branch master into joh/extUriUnBiased","0"
"e26e4cf7e8275ec9454663de16cef74ef1757d57","Merge branch master into joh/extUriUnBiased","0"
"e4d88737ae63a1e1e28268b87580f18984875491","Merge pull request #99658 from microsoft/joh/uriIdent","0"
"aced01ddeda6102c044375545579ac69359a052e","Merge pull request #99640 from DonJayamanne/fixCellJoin","0"
"1aaf78b06216bf09d5432c115a361028af3e6200","Merge branch master into clantz/dev-container","0"
"a2983662deb372c1afe20b4e53aea5eba3c31c87","Merge pull request #99453 from jeanp413/fix-99350","0"
"e98f64f953ae1265e2546a96bfca985541e68e18","Merge pull request #99488 from microsoft/rebornix/genericCustomEditorInputFactory","0"
"81bfc53ef71608b954dc09decc3512b82e0d6395","Merge branch master into kb-filereplace-case","0"
"7c7d7128045e6f3692ad2e989d1bb0400bac735b","Merge pull request #99461 from microsoft/aeschli/fix-98053","0"
"ca674a07121c4b3f2da227beae66bc25cc41ebf2","Merge pull request #99319 from gregvanl/FixTypo","0"
"f6caf01684207c756589939e7051daaba2561509","Merge branch master of https://github.com/microsoft/vscode into clantz/dev-container","0"
"cc09e1d5ba867481ed32461ce2467b973823351f","Merge pull request #98974 from ChrisPapp/highlight_color_97521","0"
"8ebaa0c0f1ce0718e1d75d81b1a97cdebba76369","Merge pull request #97207 from microsoft/misolori/issue97204","0"
"45a80baf128967dc4910e6fd0f66863e9f4e1e43","Merge branch master into misolori/issue97204","0"
"af99f3cdc7e18c4bb07a1e821ecc544d2f57b2d7","Merge branch master into misolori/notebook-cell-polish","0"
"6e6a2bab2e96da33116a83a95c8ba790f04b54ba","Merge pull request #98923 from microsoft/rebornix/notebook-events","0"
"02016869377547ca53314059422daee4fc37424f","Merge pull request #98690 from microsoft/roblou/downloadBlobUrl","0"
"ebdff39cca7f5ee5e4ddd16e92d7fce2cce5cd93","Merge pull request #98607 from microsoft/rebornix/notebookMoveNSplit","0"
"a8ac52a4f746954ab0fcd66612ab58776619a0e4","Merge branch master into launch-input-variables","0"
"eec3db0bf3027c1aeea19ed6083d7cf3fae9d67f","Merge pull request #98764 from microsoft/aeschli/cssheadless","0"
"c86d1760eae82434aee0ad406234649bf1baa47f","Merge pull request #98691 from microsoft/rebornix/multi-exthost-renderers","0"
"8eef8425abbb3e5b0af1bccff530ef95cffdfd8c","Merge branch master of github.com:Microsoft/vscode","0"
"d637255b1738a564c27ddfbc2ce6e8aa89ca6933","Merge branch master into ben/electron-sandbox","0"
"3f8a1a43edb5147e1d1c6aceceaa447fc6ee1a07","Merge pull request #98323 from JanisGailis/add-monokai-dimmed-terminal-colors","0"
"a389e193e60da7d782ac79111c58003c9f6eb878","Merge branch master into add-monokai-dimmed-terminal-colors","0"
"1221df9e97d492093a41426d1fe188cda650e010","Merge pull request #98595 from microsoft/misolori/seti-update-05-2020","0"
"6d7800fe9c5d50efe88d7465090116721e4bfa0f","Merge branch master into misolori/seti-update-05-2020","0"
"2f00b861e07632f746e81724b57e30141c10e9b4","Merge branch master into ben/electron-sandbox","0"
"c8dd9a4500220e44a36258e5a0b0ecf6570f5b4e","Merge branch master into ben/electron-sandbox","0"
"d321061c8c44842569944dbe93fbba57a2ae2f00","merge moveEvent into CellsChangeEvent.","0"
"8c548290184735cc0faae4ea6f5f3de76e508805","Merge pull request #98182 from microsoft/tyriar/96266","0"
"9a7a2ddacba3bbf832da5df1deb9e14c25294af0","Merge remote-tracking branch origin/master into tyriar/96266","0"
"536078737fdf63321c6f5bc7fd0b4ccb7eb98207","Merge pull request #98126 from microsoft/rebornix/documentNEditors","0"
"1b9576ff30e9123f5936a3eed863fc0d4b18ee3b","Merge remote-tracking branch origin/master into tyriar/96266","0"
"24e33630b7474805f82252e919ed4155795b7249","Merge branch joao/github","0"
"815d94efdccbd25adae4497548298eae0f7e66c2","Merge pull request #81555 from penx/feature/node-module-resolution-for-css-import-parent-folders","0"
"0fffab3aaa2b89b8761a08f5ce7c8d1a63710554","Merge branch master into feature/node-module-resolution-for-css-import-parent-folders","0"
"4a8f0088fed4fb9617393981db49127fe314a99e","Fix merge issue","0"
"6e0e9770c91901e64f504660a88163ef3b8936a8","Merge branch master into more-sort-order-options","0"
"6f2b49d5753a24a396bb67b9ec813dd8b02507f5","Merge branch master into connor4312/filter-debug-exceptions","0"
"608c5826476e1abab3b9ea5e401a983dc8bdd4ff","Merge branch master into macos-dark-cursor","0"
"5486b1a0ba062a9f64d57a9c2aa787d0c757ee97","Merge branch master into aeschli/avoidthemeonbody","0"
"382d4d90d3d63eb20b93b418cd893d298e6865c4","Merge branch master into focus-notebook-output","0"
"b50057f051051b571b05ad37f88fe8fb463ca9a6","Merge pull request #97198 from plttn/plttn-typo-1","0"
"1c4b3759ff8c4483e506834e51d7e9fa31ac80b6","Merge branch dbaeumer/linkedMapIterators","0"
"0a4d76def62ce7ed62578af57e1312362bb81dfa","Removed extra imports made by merge","0"
"9094be6ba8d41d502cc9888f6a89f9c2f78db405","Merge branch master into focus-notebook-output","0"
"2c0ff7ab98f3f12ae9b20512946776641086527a","Merge pull request #97072 from microsoft/isidorn/statusbar-focus","0"
"052fca0b45ada269db5a385b1caf4a53d531da90","Merge pull request #97066 from microsoft/sandy081/delaySpdlog","0"
"13f8cb7684ff8a89e91703583a7e1aec22a4d015","Merge branch master into sandy081/delaySpdlog","0"
"2be4e43b4a071daec91bb1ff2acfb2e3cd08d76e","Merge branch master into kb-filereplace-case","0"
"e5be2d8ad7f827f946ddc006dfb1ae3e4c816585","Merge pull request #97065 from microsoft/tyriar/provide_links","0"
"a211a05627b9f6ba03892b893af4b47fa60ad4b2","Merge branch master into tyriar/provide_links","0"
"69b4cfbec38b5fa9d3592ccc6b977bdf1995b637","Merge branch master into kb-filereplace-case","0"
"f015e86eb54735c2cd1ddfccc1da9ac7834242f7","Merge pull request #96934 from microsoft/ben/title-prefix","0"
"cd49ae3a7d2f1634b7b76d50cff5a3f2233c3f57","Merge pull request #96810 from microsoft/rebornix/notebook-textbuffer","0"
"fe63069c2fe8816086d36a0c60b91b495a65d665","Merge branch master into kieferrm/split-cell","0"
"896de3362b3aa3a714159e8cf8bd6db903e35730","Merge pull request #94327 from shskwmt/94173-scroll-when-inserting-suggestion","0"
"5487172961fe3a9524c2a7a9ca28e3cd3fdbbb1a","Merge pull request #95739 from ChrisPapp/rename_bug_#92507","0"
"384ec8f54fd5a7bab8456a59ecc7ea3b22b0cd88","Merge branch master into rename_bug_#92507","0"
"26c0fa13d6738e13f78e2b0cf6280962d4ae9b42","Merge branch master into fix-96009","0"
"c7e6927cde1f73f6995f9f7d4827d0244a0308b8","Merge branch master into rebornix/notebook-actions-rename","0"
"28f838bb9eed63086b87e45c5e97cb2dcafacb36","Merge pull request #95653 from jeanp413/fix-95461","0"
"41b936be91f9013bc5c51e86538a5d5b44a8c3f5","Merge pull request #95958 from microsoft/alex/vscode-oniguruma-wasm","0"
"01776ad2dacad1680850bc5d56d10223a85aff93","Merge remote-tracking branch origin/master into alex/vscode-oniguruma-wasm","0"
"df1a7b0e8a10525c1d78b5a528293ebdb88d5c11","Merge pull request #95780 from fleck/patch-1","0"
"4a3e8819127ce292601b3afcbf7f0592e1ffa94e","Merge branch master into tree-loading-icon-95878","0"
"687131cb883dfd5c504c7cf748833452b33820a0","Merge pull request #95778 from microsoft/aeschli/themeApiFinal","0"
"f442810fc653b64c51c87da854ff6827e33951ed","Merge pull request #95872 from IllusionMH/menu-icons","0"
"b929910423798e61eda500251c8645506acdcc50","Merge branch master into menu-icons","0"
"aa0b9cd129f0070a5a9fa03f788e2cdbcd005270","Merge pull request #95877 from microsoft/isidorn/listWidgetAriaLabel","0"
"8bfbc985c3af854a5dc8b697166989933768d07d","Merge branch master into aeschli/specific-codicon-names","0"
"0497890ec7d39f5e3fc62cb21621c6473d583d86","Merge branch master into aeschli/specific-codicon-names","0"
"df1f0712f6f8def6e0b52065b6fe66dab66c4e53","Merge pull request #95608 from microsoft/tyriar/hover_improvements","0"
"3ce73998d9fea29d548df012bb2d58c6e35171d5","Merge branch master into tyriar/hover_improvements","0"
"29622d375af8dd8493c881c59d51a0b5acdc2420","Merge pull request #95546 from microsoft/tyriar/46696_env_var_ux","0"
"8d4b66c7f534372d14b0b6782e3d401dba1ee229","Merge remote-tracking branch origin/master into tyriar/46696_env_var_ux","0"
"d5f4f05abcc2deb1cc24bdff380a5b1a53517f32","Merge pull request #89945 from microsoft/misolori/fold-icon-themeable","0"
"af452a4f05bf82446b0e1136bc987e96baa2c8de","Merge branch master into misolori/fold-icon-themeable","0"
"7c50981d8c6f5b6af0cae24a152132a9c23ac3df","Merge branch master into misolori/fold-icon-themeable","0"
"8d4cb4e436ef9d64656f6ee5ddb44f8c1497c900","Merge remote-tracking branch origin/master into tyriar/46696_env_var_ux","0"
"885a12d61a47a2e060e96196f84e84b33ef8c0e2","Merge pull request #95438 from microsoft/sandy081/sync-auth-flow","0"
"650eaa262dcb1ab7898e304e833d3befbca2d407","Merge branch master into sandy081/sync-auth-flow","0"
"743e0006510a90f6ef0f48f4cb04a080a3431c11","Merge pull request #94798 from microsoft/joao/api/finalize-scm-input-visible","0"
"d2cf8af4f04c54eeb7796cfeacbdc875a71bbd63","Merge pull request #95365 from connorskees/issue-95364","0"
"ae0bd40fb879d200b277334e4728e7392a1f7075","Merge branch master into sandy081/sync-auth-flow","0"
"ceff3e04c35f31e4d1e5d87dcac6ee8b25a48939","Merge pull request #95392 from microsoft/rmacfarlane/signOutDialog","0"
"ca16694028f47bb09aa1a1f3951524dc2dfde659","Merge branch master into rmacfarlane/signOutDialog","0"
"a2745b19e3fd209550a2a92dfcead689136e75d1","Merge pull request #95391 from microsoft/rmacfarlane/noAccountsMenu","0"
"005beb223a15573fb2244b3d0e306e031a0d0901","Merge branch master into rmacfarlane/noAccountsMenu","0"
"e2e8461d68ec782533d6fbe3700b424391a5493d","Merge branch master into joao/git-remote-providers","0"
"3db96845a91d948df03660afdb15feb891248e46","Merge branch master into issue-95364","0"
"53bbba0b8f08558902882b6c7c266d401007aa07","Merge pull request #94968 from jeanp413/fix-94323","0"
"90f9fcb6726aed9a62ba2bca6025764591fc4468","Merge remote-tracking branch origin/master into tyriar/46696_env_var_ux","0"
"fdab8aef2ac105a98da2e4b967bdb37d6e7052ef","Merge pull request #95245 from TylerLeonhardt/autoclosing-powershell-herestrings","0"
"9d5a5515b39b413c9f31679e0a194c6aab46eacb","Merge branch master into issue-94961","0"
"1585bdebea901a1f17c1fab54e8ae8701f9f79b8","Merge remote-tracking branch origin/master into tyriar/46696_env_var_ux","0"
"aca7aace79ec36cd235601a66ce40eb5a605c606","Merge pull request #94963 from microsoft/xterm_update","0"
"67a4829fa1bb52487c880a0f1384540aebefd364","Merge branch master into terminalLinkHandlers","0"
"2e2c1d6cd35ea5278667b5d01a655d29f4c6290d","Fix bad merge","0"
"73c19a7b3480b8154bbf608fa00c5679ddb78b2b","Merge branch master into terminalLinkHandlers","0"
"b7e0abbdccf3d43c9ac382bce1ccfcb16d5ec6a4","Merge branch master into tyriar/90539","0"
"0f532605efd3845e33b1a9d12da7fc7371292481","Merge branch master into scm-resource-context","0"
"9d6105b9d8992efa35a1220bc7b16662f65f0a99","Merges changes from distro that should have gone into master","0"
"c28d9d72f94f63b73d02e4fafda93e7c94e16833","#94599 merge into single service","0"
"f189f801c3e4b4366c29597430b0bf0552410048","Merge pull request #92100 from jheiv/master","0"
"6e89889166c54f7ce49ea4cdec5183c76b1036c9","Merge pull request #91872 from jeanp413/fix-91871","0"
"8b919e498334ebcbece865d62cf45cc22f45e600","Merge pull request #91261 from jeanp413/fix-90714","0"
"9cb1b2cdc41f7dbbd87d0d2a94969d914911b1c1","Merge branch master into joao/list-a11y","0"
"d411d96dc1f9af70ef3bfc1bb1d9fa7e8405233b","Merge pull request #94559 from microsoft/tyriar/92021_shellType","0"
"df8b833e00b28f714d88eabacbefc72b14147f24","Merge pull request #94472 from microsoft/tyriar/94388","0"
"13a6b20db5a0fa0f1b4d61561fdf2b224cc85862","Merge pull request #94540 from microsoft/joao/iterator","0"
"fda15e87c04cd081ff0f10eec981a5670e99e87a","Merge pull request #94526 from microsoft/joao/cleanup-builtin","0"
"1c46a0b15dced1f6cb9b803d55015b2a37cf5a24","Merge pull request #94435 from sh7dm/display-ext-version","0"
"d2ff4f71438cebcc737ff5fe4cc1c662e7bb6dc4","Merge pull request #94503 from microsoft/joao/fix-snap-env","0"
"01d2058052710b13a58d9ffd0554e2525977d300","Merge pull request #94483 from microsoft/dependabot/npm_and_yarn/build/minimist-1.2.3","0"
"6d0becaadff8df79bcaa3d8c649ec538e95f4902","Merge pull request #94409 from gregvanl/CodeLens","0"
"e0850567f5abe08af3ca8a8301882467a6357650","Merge branch master into fix-91871","0"
"6526fe0a1ade9d8f6e566811f4118191b84bf9f7","Merge pull request #90773 from MonoLizard/windows-terminal-workspace-support","0"
"7ed0996f51b89dcde8d87b46cf825029b29757d0","Merge pull request #93792 from microsoft/tyriar/minimist","0"
"060d2ef19281ec0d619ab6bb8ca2017858e73d03","Merge branch master into tyriar/minimist","0"
"b2d0292a20c4a012005c94975019a5b572ce6a63","Merge pull request #93569 from microsoft/alex/semantic-document-range","0"
"827917d69805845ee0e42e90ae1854eadba863f3","Merge remote-tracking branch origin/master into alex/semantic-document-range","0"
"a8e7528b57df1c71756310697c28987623e26b28","Merge branch master into tyriar/minimist","0"
"7ea4f803a4d2cecfbd0b17e67b2ce2742fb026be","Merge remote-tracking branch origin/master into alex/semantic-document-range","0"
"6f5e1edcd109df1184ce72bf90055f15223c406a","Merge branch master of github.com:microsoft/vscode","0"
"5b7aa98201cf9442ce0252052268a8f3d9502fda","Merge branch master of github.com:microsoft/vscode","0"
"eeca0eb77740bda1490fc01e4667a49e64ee8959","Merge branch master into tyriar/46696_terminal_env","0"
"800464d6c74f152aad4301d49e6cadcc1d8906f9","Merge pull request #93531 from microsoft/fix-debug-context-update","0"
"0b68e23c7fceb9f3bdf734197354ee1f14b5f3cf","Merge remote-tracking branch origin/master into tyriar/46696_terminal_env","0"
"02e728eb11c6376ebb11eeedf06798e320851085","Merge remote-tracking branch origin/master into alex/semantic-document-range","0"
"55646f7cbae782fd6937ae132d3c7f079f0e63bc","Merge pull request #93378 from microsoft/aeschli/tokenLanguage","0"
"7c24c6d3d620d21661a8743cd3cd3c4897c5e10a","Merge pull request #93275 from microsoft/roblou/executionOrder","0"
"05225c7f365c7182274614b353b88fef1ef72956","Resolve merged collection","0"
"24eadd0abc63bd3ede542ca2d67d596511740bfc","Merge remote-tracking branch origin/master into tyriar/46696_terminal_env","0"
"93c4108d37f20f88ac35a535053dc7a0ead814d2","Merge branch master of github.com:Microsoft/vscode","0"
"adc309bffec2ace009a4a62ab3f46649b2a93f31","Merge branch master into sandy081/sync/globalStorage","0"
"152fdba08c675f1c439d96fe2fce16992d8febd4","handle storage keys in merge","0"
"145c3833f4809e7fd643d46fbf3b47a4016776d8","Merge branch master into sandy081/sync/globalStorage","0"
"e97426ba2b243b28af8daadc0eedf72e2fd2a2b2","Merge pull request #93125 from piraces/fix-history-extra-navigations","0"
"e149709f11c6f6d27417ec9bed40ba2be09256d7","update merge strategy","0"
"7a6aaf69b7383657e3c38503e5088798b7827cfb","Merge remote-tracking branch origin/master into alex/undo-redo","0"
"e38fba58226e85e6d41750c7543660e14f6ce512","Merge pull request #92859 from videlalvaro/issue_92857","0"
"196562bff21d3e369fe4a3090d8fdce7a6991c75","Merge remote-tracking branch origin/master into octref/live-rename","0"
"af03b9a34f718c66f498697a30cd7616354c78e6","Merge remote-tracking branch origin/master into octref/live-rename","0"
"c2bac14b1d0b60d4b1904198d6cca14065228bd6","Merge remote-tracking branch origin/master into alex/undo-redo","0"
"2884918cc3f0c21105f52973a46a3c2a2e6c1993","Merge remote-tracking branch origin/master into alex/undo-redo","0"
"30ac552996aa96246eb1358480956e2b6d0460ac","Merge remote-tracking branch origin/master into octref/live-rename","0"
"fb45cbf9a46c1ce447e498f07ae98fa1c1c6f69c","Merge branch master of github.com:Microsoft/vscode","0"
"90facd9e98cc3570be3e67fed9c8222e9d7a283f","Merge branch master into sandy081/workbench/toggleAwareCommandActions","0"
"1a5565ace0d1b9d57c89d3d014c934a47c88336a","Merge branch master into scm-resource-context","0"
