3.x: Merge as() into to() (#6514)
Merge pull request #1433 from Applied-Duality/async
Merge pull request #1423 from stealthcode/ProducerIntToLong
Merge pull request #1422 from benjchristensen/issue-1420
Merge pull request #1394 from gliptak/scalabindings
Merge pull request #1417 from benjchristensen/onStart
Merge pull request #1282 from abersnaze/closeable
Merge pull request #1398 from zsxwing/rxscala-currying
Merge pull request #1414 from benjchristensen/merge-fixes
Merge pull request #1412 from benjchristensen/backpressure-9
Merge pull request #1401 from samhendley/onnextvalue
Merge pull request #1409 from dpsm/master
Merge pull request #1406 from MarioAriasC/master
Merge pull request #1400 from benjchristensen/internal-data-structures
Merge pull request #1399 from benjchristensen/perf-tests-0702
Merge pull request #1396 from zsxwing/rxscala-fix-warning
Merge pull request #1397 from abersnaze/add-hooks-to-unsafeSubscribe
Merge pull request #1388 from mattrjacobs/eliminate-circular-exception-creation
Merge pull request #1387 from benjchristensen/jmh-0.9
Merge pull request #1297 from everpeace/rxjava-scalaz
Merge pull request #1332 from ashleyj/master
Merge pull request #1380 from benjchristensen/fixes
Merge pull request #1379 from benjchristensen/parallel
Merge pull request #1378 from benjchristensen/pivot
Merge pull request #1376 from benjchristensen/jmh
Merge branch 'master' of https://github.com/Netflix/RxJava into docs
Merge pull request #1375 from zsxwing/rxscala-toXXX
Merge pull request #1367 from zsxwing/swallow-error
Merge pull request #1374 from nitsanw/master
Merge pull request #1369 from mattrjacobs/fix-debug-hook
Merge pull request #1361 from samueltardieu/queued-actions
Merge pull request #1336 from zsxwing/rxscala-bo
Merge pull request #1362 from zsxwing/rxscala-create
Merge branch 'master' of https://github.com/Netflix/RxJava into docs
Merge pull request #1359 from akarnokd/MpscLinkedQueuePadding
Merge pull request #1357 from benjchristensen/mergeWith-and-friends
MergeWith, ConcatWith, AmbWith
Merge pull request #1345 from jbripley/doblock-simplify
Merge pull request #1337 from zsxwing/fix-toFuture
Merge pull request #1335 from mttkay/android-gradle-0.11
Merge pull request #1327 from akarnokd/MoreJoinPatterns
Merge pull request #1321 from dpsm/master
Merge pull request #1347 from samueltardieu/unsubscribe-from-periodic
Merge pull request #1355 from akarnokd/ReplaySubjectDontAddUnsubscribedChild
Merge branch 'master' into rxscala-bo
Merge pull request #1350 from benjchristensen/perf-tests
Merge pull request #1316 from zsxwing/rxscala-more
Merge pull request #1324 from benjchristensen/trampoline-schedule-unsubscribe
Merge pull request #1311 from craigmingtaozhang/master
Merge pull request #1309 from benjchristensen/subscriber-subscription
Merge pull request #1306 from mattrjacobs/add-error-handler-to-error-swallowing-operators
Merge pull request #1307 from benjchristensen/make-notificationDelay-deterministic
Merge pull request #1302 from davidmoten/groupBy-naming
Merge pull request #1304 from zsxwing/flatMap
Merge pull request #1301 from jbripley/subscription-block-expression
Merge pull request #1298 from benjchristensen/perf-transform
Merge pull request #1296 from jbripley/schedulers-internal
Merge pull request #1295 from benjchristensen/notification-lite
Merge pull request #1294 from benjchristensen/rx-internal-operators
Merge pull request #1291 from mattrjacobs/check-unsubscribe-within-observable-from-future
Merge pull request #1293 from benjchristensen/perf-tests
Merge pull request #1290 from benjchristensen/jmh-upgrade
Merge pull request #1289 from benjchristensen/schedulers-from-executor
Merge pull request #1287 from akarnokd/SubjectObserverPerf
Merge pull request #1276 from jbripley/cachedthreadscheduler2
Merge pull request #1286 from davidmoten/operator-to-onsubscribe
Merge pull request #1288 from davidmoten/string-from-bytes
Merge branch 'master' of https://github.com/Netflix/RxJava into docs
Merge branch 'master' of https://github.com/Netflix/RxJava into operator-to-onsubscribe
Merge pull request #1284 from benjchristensen/util-with-mpsc
Merge branch 'SerializedObserverPerf521' of github.com:akarnokd/RxJava into util-with-mpsc
Merge pull request #1281 from benjchristensen/composite-subscription-performance
Merge pull request #1265 from zsxwing/rxscala-more
Merge branch 'master' of https://github.com/Netflix/RxJava into docs + improve retry(Func2) javadocs
Merge pull request #1271 from akarnokd/OperatorRetryWithPredicate
Merge pull request #1264 from akarnokd/ObserveOnScheduleUnsubscribe
Merge branch 'master' of https://github.com/Netflix/RxJava into docs + add a couple of javadoc improvements to merged changes
Merge pull request #1275 from benjchristensen/fix-formatting
Merge pull request #1272 from akarnokd/ExecutorScheduler
Merge pull request #1269 from zsxwing/range-overflow
Merge branch 'master' into cachedthreadscheduler2
Add parallelMerge to RxScala
Merge pull request #1260 from zsxwing/bo-singleOrDefault-bug
Merge pull request #1247 from zsxwing/zip-iterable
Merge pull request #1246 from akarnokd/AtomicReferencesToFieldUpdaters
Merge pull request #1239 from zsxwing/apply-scaladoc-example
Merge pull request #1244 from benjchristensen/from-just
Merge pull request #1243 from benjchristensen/perf
Merge pull request #1236 from akarnokd/CompositeSubscriptionMemory521
Merge pull request #1237 from akarnokd/SafeSubscriberMemory
Merge branch 'master' of https://github.com/Netflix/RxJava into docs
Merge branch 'master' of https://github.com/Netflix/RxJava into docs
Merge pull request #1233 from benjchristensen/deprecate-toBlockingObservable
Merge pull request #1232 from benjchristensen/678-Java8-names
Merge pull request #1231 from benjchristensen/682-share
Merge pull request #1229 from benjchristensen/1116-ambiguous-overloads
Merge pull request #1228 from benjchristensen/fix-formatting
Merge pull request #1160 from zsxwing/replay-multicast
Merge pull request #1223 from akarnokd/BoundedReplaySubject520
Merge pull request #1224 from daschl/toblocking
Merge pull request #1226 from zsxwing/zip
Merge branch 'master' into replay-multicast
Merge pull request #1208 from mttkay/tolist-uses-linked-list-buffer
Merge pull request #1216 from hmrm/patch-1
Merge pull request #1210 from zsxwing/rxscala-more
Merge branch 'master' into rxscala-more
Merge pull request #1178 from zsxwing/issue1173
Merge branch 'master' into rxscala-more
Merge pull request #1172 from akarnokd/ObserveOnBatchDequeue
Merge pull request #1188 from zsxwing/issue1187
Merge pull request #1182 from amazari/rxjava-javafx
Merge pull request #1177 from akarnokd/GroupByUntilTimeGap
Merge pull request #1183 from akarnokd/NotificationLitePerf
Merge branch 'master' into replay-multicast
Merge pull request #1165 from zsxwing/review-issue1159
Merge branch 'master' into replay-multicast
Merge pull request #1164 from benjchristensen/scheduler-jmh-perf-tests
Merge pull request #1159 from zsxwing/rxscala-improvement
Merge pull request #1162 from kirkshoop/stableperiodic
Merge pull request #1161 from akarnokd/RemoveOnSubscribeFuncRefs
Merge pull request #1163 from benjchristensen/defer-generics
Merge pull request #1150 from benjchristensen/replay-fix
Merge pull request #1148 from benjchristensen/merge-delay
Merge branch 'OperatorDelay505' of github.com:akarnokd/RxJava into merge-delay
Merge pull request #1142 from zsxwing/contains
Merge pull request #1138 from akarnokd/OperatorWindow430
Merge pull request #1135 from zsxwing/take-until
Merge pull request #1134 from zsxwing/take-last
Merge pull request #1124 from zsxwing/scala-lift
Merge pull request #1133 from benjchristensen/imports
Merge pull request #1132 from benjchristensen/merge-prs
Merge branch 'OperatorTakeTimed429' of github.com:akarnokd/RxJava into merge-prs
Merge branch 'OperatorSwitch' of github.com:akarnokd/RxJava into merge-prs
Merge branch 'OperatorComputationExpr' of github.com:akarnokd/RxJava into merge-prs
Merge branch 'OperatorContribJoin' of github.com:akarnokd/RxJava into merge-prs
Merge branch 'OperatorContribMath' of github.com:akarnokd/RxJava into merge-prs
Merge branch 'OperatorSkipUntil' of github.com:akarnokd/RxJava into merge-prs
Merge branch 'OperatorSkipTimed' of github.com:akarnokd/RxJava into merge-prs
Merge branch 'OperatorSequenceEquals' of github.com:akarnokd/RxJava into merge-prs
Merge branch 'OperatorRefCount' of github.com:akarnokd/RxJava into merge-prs
Merge branch 'OperatorParallelMerge' of github.com:akarnokd/RxJava into merge-prs
Merge branch 'OperatorOnExceptionResumeNextViaObservable' of github.com:akarnokd/RxJava into merge-prs
Merge branch 'take-while' of git://github.com/zsxwing/RxJava into merge-prs
Merge branch 'throttle-first' of git://github.com/zsxwing/RxJava into merge-prs
Merge branch 'time-interval' of git://github.com/zsxwing/RxJava into merge-prs
Merge branch 'OperatorOnErrorReturn' of github.com:akarnokd/RxJava into merge-prs
Merge branch 'OperatorOnErrorResumeNextViaObservable' of github.com:akarnokd/RxJava into merge-prs
Merge branch 'OperatorMulticast' of github.com:akarnokd/RxJava into merge-prs
Merge branch 'OperatorMergeMaxConcurrent' of github.com:akarnokd/RxJava into merge-prs
Merge branch 'OperatorMergeDelayError' of github.com:akarnokd/RxJava into merge-prs
Merge branch 'OperatorGroupJoin' of github.com:akarnokd/RxJava into merge-prs
Merge branch 'OperatorJoin' of github.com:akarnokd/RxJava into merge-prs
Merge branch 'OperatorAsync' of github.com:akarnokd/RxJava into merge-prs
Merge branch 'using' of git://github.com/zsxwing/RxJava into merge-prs
Merge branch 'to-map' of git://github.com/zsxwing/RxJava into merge-prs
Merge branch 'OperatorTimer' of github.com:akarnokd/RxJava into merge-prs
Merge branch 'to-multimap' of git://github.com/zsxwing/RxJava into merge-prs
Merge branch 'OperatorGroupByUntil' of github.com:akarnokd/RxJava into merge-prs
Operator ParallelMerge
OperatorMergeMaxConcurrent
OperatorMergeDelayError
Merge pull request #1092 from benjchristensen/ObservableExecutionHook-onCreate
Merge pull request #1091 from benjchristensen/unsafeSubscribe-error-handling
Merge pull request #1089 from benjchristensen/merge-prs
Merge branch 'to-observable-future' of git://github.com/zsxwing/RxJava into merge-prs
Merge branch 'OperatorMergeMap' of github.com:akarnokd/RxJava into merge-prs
Merge branch 'OperatorFinallyDo' of github.com:akarnokd/RxJava into merge-prs
Merge branch 'OperatorDistinctUntilChanged' of github.com:akarnokd/RxJava into merge-prs
Merge branch 'OperatorDistinct' of github.com:akarnokd/RxJava into merge-prs
Merge branch 'OperatorDematerialize' of github.com:akarnokd/RxJava into merge-prs
Merge branch 'OperatorDefer' of github.com:akarnokd/RxJava into merge-prs
Merge branch 'OperatorDefaultIfEmpty' of github.com:akarnokd/RxJava into merge-prs
Merge branch 'OperatorCombineLatest' of github.com:akarnokd/RxJava into merge-prs
Merge pull request #1074 from akarnokd/OperatorConcat
Merge pull request #1073 from akarnokd/OperatorBuffer
Merge pull request #1065 from zsxwing/skip-last-timed
OperatorMergeMap
Merge pull request #1072 from benjchristensen/scheduler.worker
Merge pull request #1068 from davidmoten/retry-unit-test
Merge pull request #1071 from benjchristensen/merge-asObservable
Merge branch 'OperatorAsObservable' of github.com:akarnokd/RxJava into merge-asObservable
Merge pull request #1063 from zsxwing/Timestamped-bug
Merge pull request #1070 from benjchristensen/operator-any
Merge branch 'OperatorAny' of github.com:akarnokd/RxJava into operator-any
Merge pull request #1069 from benjchristensen/operator-all
Merge branch 'OperatorAll' of github.com:akarnokd/RxJava into operator-all
Merge branch 'master' of github.com:MarkVanDerVoort/RxJava into operator-all
Merge pull request #1058 from jaceklaskowski/javadoc
Merge pull request #1056 from zsxwing/scala-drop
Merge pull request #1057 from zsxwing/issue-1044
Merge pull request #1055 from puniverse/master
Merge pull request #1053 from benjchristensen/deprecation-cleanup
Merge pull request #1052 from benjchristensen/computation-scheduler
Merge pull request #1050 from zsxwing/skip-last
Merge pull request #1051 from benjchristensen/merge-967
Merge branch 'single' of git://github.com/zsxwing/RxJava into merge-967
Merge pull request #1049 from benjchristensen/joins-module
Merge pull request #1048 from benjchristensen/executor-scheduler
Merge pull request #1047 from benjchristensen/scheduler-0.18-with-inner
Merge pull request #1038 from Yarikx/android-view-observable
Merge pull request #1020 from mttkay/android-samples-gradle-1-11
Merge pull request #1009 from zsiegel/update-android-sample
Merge pull request #1035 from vigdorchik/scala_cleanup
Merge pull request #1042 from MarioAriasC/master
Merge pull request #1040 from benjchristensen/pull-972
Merge pull request #1005 from suncelesta/scala-observable-update
Merge pull request #1036 from GeorgiKhomeriki/master
Merge pull request #1021 from mttkay/fix-operator-weak-binding
Merge pull request #1033 from benjchristensen/retry-1027
Merge branch 'petermd/retry-timeout' of github.com:petermd/RxJava into retry-1027
Merge pull request #1030 from daschl/subj-bench
Merge pull request #1031 from benjchristensen/subject-npe
Merge pull request #1019 from benjchristensen/retry-1018
Merge pull request #1015 from benjchristensen/safe-subscribe
Merge pull request #1010 from benjchristensen/unsafe-subscribe
Merge pull request #990 from puniverse/master
Merge pull request #999 from benjchristensen/serialize-optimizations
Merge pull request #1003 from rickbw/callable-func0
Merge pull request #996 from rspieldenner/perfshadowjar
Merge pull request #995 from benjchristensen/jmh-args
Merge pull request #993 from benjchristensen/perf-tests
Merge remote-tracking branch 'upstream/master'
Merge pull request #991 from benjchristensen/jmh-build
Merge pull request #988 from benjchristensen/issue-969
Merge pull request #987 from benjchristensen/pivot
Merge pull request #986 from benjchristensen/issue-985
Merge pull request #965 from zsxwing/fix-timeout-unsubscribe
Merge pull request #966 from zsxwing/elementAt
Merge pull request #984 from benjchristensen/pivot-concurrency
Merge pull request #982 from benjchristensen/pivot
Merge branch 'master' into single
Merge pull request #977 from benjchristensen/dematerialize
Merge pull request #976 from benjchristensen/parallel-merge-assertions
Merge pull request #975 from benjchristensen/groupBy-fixes
Merge pull request #974 from benjchristensen/testing
Merge pull request #973 from benjchristensen/merge-handle-bad-observable
Merge with Serialize
Merge pull request #970 from abersnaze/notification-lite
Merge pull request #963 from gvsmirnov/master
Merge pull request #962 from benjchristensen/serialize-synchronize
Migrate Merge from Synchronize to Serialize
Merge pull request #960 from benjchristensen/issue-879-unit-test
Merge pull request #959 from rickbw/toFuture-cancellation
Merge pull request #958 from akarnokd/OperatorSkipWhile
Merge pull request #952 from zsxwing/amb
Merge pull request #938 from soundcloud/operator-weak-binding
Merge pull request #930 from mttkay/android-samples
Merge remote-tracking branch 'netflix/master' into android-samples
Merge pull request #953 from benjchristensen/observe-on-non-deterministic-test
Merge pull request #950 from Acardiac/eclipse-pde-support
Merge branch 'master' of https://github.com/Netflix/RxJava into docs
Merge pull request #931 from soundcloud/android-operator-improvements
Merge pull request #923 from samuelgruetter/scala-additions
Merge pull request #929 from devisnik/fix_maven_search_link
Merge pull request #934 from davidmoten/add-startWith
Merge pull request #945 from benjchristensen/merge-940
Merge branch 'clean-up-hook-args' of github.com:abersnaze/RxJava into merge-940
Merge pull request #944 from benjchristensen/operator-retry
Merge pull request #942 from benjchristensen/math-module
Merge pull request #927 from benjchristensen/test-subscriber-last-seen-thread
Merge pull request #926 from benjchristensen/test-subscriber
Merge pull request #925 from daveray/rxjava-clojure-bindings-final
Merge pull request #924 from benjchristensen/lift-error-handling
Merge branch 'master' of github.com:Netflix/RxJava into scala-additions
Merge pull request #922 from abersnaze/debug-updates
Merge pull request #920 from benjchristensen/delete-deprecated-hook-method
Merge pull request #919 from benjchristensen/zip-bugfix-868
Merge pull request #918 from benjchristensen/doOnTerminate
Merge pull request #910 from benjchristensen/groupBy-selector
Merge pull request #909 from benjchristensen/scheduler-plugin
Merge pull request #905 from benjchristensen/scheduler-defaults-plugin
Merge pull request #904 from benjchristensen/merge-subscriptions
Merge pull request #903 from benjchristensen/scheduler-visibility
Merge: Unsubscribe Completed Inner Observables
Merge pull request #902 from johanhaleby/master
Merge pull request #901 from benjchristensen/groupBy-unit-test
Merge pull request #898 from benjchristensen/safe-subscriber-plugin-error-handling
Merge pull request #892 from benjchristensen/onErrorFlatMap
Merge pull request #895 from zsxwing/android-operator
Merge pull request #883 from zsxwing/swing-thread-safe
Merge pull request #896 from abersnaze/observable-string-remove-7
Merge pull request #885 from abersnaze/observable-string-from
Merge pull request #894 from benjchristensen/synchronize-isTerminated
Merge pull request #893 from benjchristensen/parallel
Merge pull request #881 from benjchristensen/lift-performance
Merge pull request #891 from benjchristensen/rx-util
Merge pull request #890 from benjchristensen/subscribeOn-subscriptions
Merge pull request #888 from benjchristensen/observeOn-bounded-unbounded
Merge pull request #887 from benjchristensen/filter-cleanup
Merge pull request #880 from zsxwing/android-unsubscribe-thread-safe
Merge pull request #877 from pyrtsa/patch-1
Merge pull request #878 from benjchristensen/scheduleRecursive
Merge pull request #876 from benjchristensen/751-merge
Merge branch 'issue750' of github.com:vigdorchik/RxJava into 751-merge
Merge pull request #869 from benjchristensen/subscribeOn+groupBy
Merge pull request #7 from zsxwing/subscribeOn+groupBy
Merge pull request #874 from davidmoten/master
Merge pull request #870 from zsxwing/timeout-scala
Merge branch 'BlockingBufferUntilExperiment' of github.com:akarnokd/RxJava into subscribeOn-blockingBuffer
Merge pull request #866 from benjchristensen/operator-touchup
Merge pull request #790 from abersnaze/scan
Merge pull request #862 from zsxwing/timeout-docs
Merge pull request #863 from Acardiac/swing-rel-mouse-motion
Merge pull request #860 from abersnaze/merge-generics
Merge pull request #859 from Acardiac/fragment-host
Merge pull request #857 from benjchristensen/operator-type
Merge pull request #854 from abersnaze/oncreate
Merge pull request #855 from benjchristensen/observeOn+queue
Merge pull request #763 from chrisgrimm/master
Merge pull request #853 from benjchristensen/string-observable
Merge branch 'update-string' of github.com:abersnaze/RxJava into string-observable
Merge pull request #852 from benjchristensen/rxjava-debug
Merge branch 'debug' of github.com:abersnaze/RxJava into rxjava-debug
Merge pull request #846 from johanhaleby/master
Merge pull request #851 from zsxwing/timeout
Merge pull request #849 from Acardiac/fragment-host
Merge pull request #847 from benjchristensen/groupby-and-friends
Revert to OperationMergeMaxConcurrent
Split Merge and MergeMaxConcurrent
Merge pull request #845 from MarioAriasC/master
Merge branch 'master' into debug
Merge pull request #842 from benjchristensen/range-unittest
Merge pull request #841 from benjchristensen/operator-range
Merge pull request #837 from abersnaze/perf_jmh
Merge pull request #838 from samuelgruetter/OnCompletedScala
Merge pull request #835 from benjchristensen/observeOn
ObserveOn Merge from @akarnokd:OperatorRepeat2
Merge pull request #839 from benjchristensen/error-handling
Merge branch 'master' of github.com:Netflix/RxJava into OnCompletedScala
Merge pull request #834 from daveray/update-clojure-for-0.17
Merge pull request #832 from duncani/fixes
Merge pull request #822 from zsxwing/subscribeOn
Merge pull request #829 from Netflix/docs
Merge pull request #833 from benjchristensen/take-issue-830
Merge pull request #828 from benjchristensen/repeat-operator
Merge pull request #824 from akarnokd/NewThreadSchedulerToDaemon
Merge pull request #826 from benjchristensen/returned-subscription
Merge pull request #821 from benjchristensen/fix-android-merge
Merge pull request #783 from mironov-nsk/android-ui-operators
Merge pull request #781 from Applied-Duality/join
Merge pull request #820 from benjchristensen/fix-CompositeSubscriptionAddRemovePerf
Merge pull request #819 from akarnokd/CompositeSubscriptionPerf4
Merge pull request #817 from Applied-Duality/ScalaBindingsWithLift
Merge pull request #818 from akarnokd/CompositeSubscriptionPerf3
Merge branch 'master' of https://github.com/Netflix/RxJava into docs
Merge pull request #816 from samuelgruetter/globalOnCompleted
Merge remote-tracking branch 'origin/master' into docs
Merge pull request #814 from akarnokd/AsyncMultiPush
Merge pull request #785 from benjchristensen/operator-zip
Merge pull request #805 from benjchristensen/fix-composite-exception
Merge pull request #797 from benjchristensen/scheduler-inner-outer
Merge pull request #796 from benjchristensen/subscription-isunsubscribed
Merge pull request #793 from benjchristensen/subscriber-observer
Merge pull request #791 from Netflix/docs
Merge pull request #787 from MarioAriasC/master
Merge pull request #786 from Netflix/docs
Merge pull request #784 from benjchristensen/lift-observer
Merge pull request #778 from vadims/fix-zip-race
Merge pull request #770 from benjchristensen/bind
Bind implementation of Merge
Merge pull request #765 from Netflix/docs
Merge pull request #762 from Netflix/docs
Merge pull request #760 from benjchristensen/perf-tests
Merge pull request #752 from benjchristensen/organize-format-alphabetize-finalize
Merge pull request #732 from chrisgrimm/master
Merge pull request #749 from wehjin/splittests
Merge pull request #741 from akarnokd/ZipInstanceMethods
Merge pull request #745 from zsxwing/issue-737
Merge pull request #740 from akarnokd/TimeoutWithSelector
Merge pull request #739 from akarnokd/DebounceWithFunc
Merge pull request #738 from akarnokd/PublishAndPublishLast2
Merge pull request #736 from akarnokd/FlatMapOverloads
Merge pull request #735 from akarnokd/WindowViaObservable
Merge pull request #734 from akarnokd/DelayViaObservable
Merge pull request #733 from akarnokd/BufferWithObservableBoundary
Merge pull request #718 from zsxwing/merge-overloads
Merge pull request #742 from alkemist/gradle-1.10
MergeMap with Iterable and resultSelector overloads
Merge pull request #731 from zsxwing/flaky-unit-tests
Merge pull request #720 from hura/master
Merge pull request #730 from benjchristensen/unsubscribe-error-handling
Merge pull request #727 from benjchristensen/iterable-to-observable-immediate-scheduler
Merge pull request #725 from benjchristensen/schedulers-naming
Merge pull request #724 from benjchristensen/revert-current-thread-scheduler-usage
Merge pull request #723 from benjchristensen/deprecation
Merge pull request #715 from y-p/PR_GH623
Merge pull request #714 from benjchristensen/rxjava-computation-expressions
Merge pull request #712 from benjchristensen/scheduler-memory-leak
Merge pull request #710 from Netflix/docs
Merge pull request #709 from Netflix/docs
Merge pull request #708 from benjchristensen/combine-latest
Manual Merge of Pull #616
Merge pull request #707 from benjchristensen/rxjava-async-util-module
Merge pull request #705 from Netflix/docs
Merge pull request #700 from Netflix/docs
Merge pull request #703 from benjchristensen/small-tweaks
Merge pull request #701 from benjchristensen/collect
Merge remote-tracking branch 'origin/master' into docs
Merge pull request #699 from benjchristensen/repeat
Merge remote-tracking branch 'origin/master' into docs
Merge pull request #698 from benjchristensen/pull-657-merge
Merge branch 'AggregatorsWithSelector' of github.com:akarnokd/RxJava into pull-657-merge
Merge pull request #697 from benjchristensen/skip-take-time-merge
Manual Merge github.com:akarnokd/RxJava SkipTakeTimed2
Merge pull request #664 from akarnokd/OperationAsObservable
Merge pull request #689 from akarnokd/ObserverBaseLess
Merge pull request #694 from Netflix/docs
Merge pull request #693 from MarioAriasC/master
Merge pull request #691 from Netflix/docs
Merge pull request #690 from Applied-Duality/benChanges
Merge pull request #688 from benjchristensen/SafeObserver-errorHandling
Merge pull request #670 from benjchristensen/api-tweaks
Merge pull request #669 from Netflix/docs
MergeMap, ConcatMap, SwitchMap
Merge pull request #638 from akarnokd/OperationTakeLastwBufferDeferSubscr
Merge pull request #635 from akarnokd/OpCaseIfDoWhileWhile
Merge pull request #633 from zsxwing/fix-issue-595
Merge pull request #520 from zsxwing/first
Merge pull request #661 from benjchristensen/subscriptions
Merge pull request #651 from benjchristensen/subjects-fixes
Merge pull request #639 from Netflix/docs
Merge pull request #631 from benjchristensen/NewThreadScheduler-Daemon
Merge pull request #628 from mattrjacobs/fix-merge-delay-error
Properly wired up SynchronizedObserver within MergeDelayError operator
Merge pull request #619 from benjchristensen/executorSchedulerConcurrencyTests
Merge pull request #602 from benjchristensen/observeOn
Merge pull request #617 from Netflix/docs
Merge pull request #615 from abersnaze/issue614
Copied the code from OperationMerge
Merge pull request #612 from akarnokd/ReplayAdditionalOps
Merge pull request #609 from akarnokd/OperationTimer3
Merge pull request #604 from akarnokd/StringObservableOps1
Merge pull request #607 from Netflix/docs
Merge pull request #594 from zsxwing/start
Merge pull request #600 from benjchristensen/replay-subject
Merge pull request #599 from benjchristensen/rx.schedulers
Merge pull request #593 from akarnokd/LockFreeSubscriptions
Merge pull request #576 from samuelgruetter/delay2
Merge pull request #597 from Netflix/docs
Merge pull request #598 from Applied-Duality/RebaseLatestChanges
Merge branch 'master' of https://github.com/Netflix/RxJava into docs
Merge pull request #587 from akarnokd/LongCount
Merge pull request #575 from zsxwing/sequence-equal
Merge pull request #574 from samuelgruetter/cache-documentation
Merge pull request #573 from akarnokd/OpeningClosingRemoved
Merge pull request #572 from akarnokd/ObserveOn3
Merge pull request #571 from akarnokd/SampleWithObservable2
Merge pull request #568 from jloisel/master
Merge pull request #1 from samuelgruetter/OpeningClosingRemovedSam
Merge pull request #569 from Netflix/docs
Merge pull request #567 from akarnokd/TimestampWithScheduler
Merge pull request #565 from akarnokd/GroupJoin2
Merge pull request #561 from samuelgruetter/scala-constructors
Merge pull request #563 from akarnokd/GroupByUntil5
Merge pull request #560 from landonf/java-do-variances
Merge pull request #537 from landonf/scala-do-operator
Merge branch 'master' into scala-do-operator
Merge remote-tracking branch 'upstream/master'
Merge pull request #555 from Netflix/docs
Merge pull request #541 from akarnokd/SkipUntil
Merge pull request #539 from samuelgruetter/test-zip-pr
Merge pull request #535 from soundcloud/android-support-library-fix
Merge pull request #533 from akarnokd/ToAsync2
Merge pull request #531 from Netflix/docs
Merge pull request #516 from abersnaze/string-observable
Merge pull request #527 from Netflix/docs
Merge pull request #529 from benjchristensen/scala-tweaks
Merge pull request #526 from benjchristensen/pull-513-toMap
Merge branch 'ToMapAndToMultimap' of github.com:akarnokd/RxJava into pull-513-toMap
Merge pull request #525 from benjchristensen/bugfix-subjects
Merge pull request #514 from akarnokd/OperationJoin2
Merge pull request #522 from zsxwing/issue-521
Merge pull request #512 from samuelgruetter/scalaadaptor
Merge upstream/master into OperationJoin2
Merge upstream/master into OperationJoin2
Merge upstream/master into ToMapAndToMultimap
Merge branch 'master' of github.com:Netflix/RxJava into scalaadaptor
Merge pull request #506 from akarnokd/AndPattern2
Merge pull request #510 from benjchristensen/pull-495-zip
Merge pull request #508 from benjchristensen/empty-subscribe
Merge pull request #503 from Applied-Duality/scala-bindings
Merge pull request #502 from benjchristensen/observeOn-parallelMerge
Merge pull request #501 from benjchristensen/parallelMerge
ParallelMerge Operator
Merge pull request #499 from benjchristensen/observeOn-refactor
Merge pull request #492 from zsxwing/scheduler-overloads
Merge pull request #496 from zsxwing/min-max-contravariant
Merge remote-tracking branch 'origin/master'
Merge branch 'docs'
Merge pull request #486 from benjchristensen/bugfix-async-subject
Merge pull request #483 from benjchristensen/onEach-fix
Merge pull request #481 from zsxwing/using
Merge pull request #480 from zsxwing/issue-423-average
Merge pull request #479 from nullstyle/add_doOnEach
Merge pull request #478 from zsxwing/min-max
Merge pull request #463 from zsxwing/timeout-overload
Merge pull request #477 from benjchristensen/subscription-bugfixes
Merge pull request #476 from benjchristensen/bugfix-asyncsubject-empty
Merge pull request #475 from benjchristensen/issue-423-reduce-empty-observable
Merge pull request #474 from benjchristensen/issue-423-reduce-empty-observable
Merge pull request #473 from benjchristensen/fix-nondeterministic-unit-test
Merge pull request #472 from benjchristensen/issue-431-newThreadUnsubscribe
Merge pull request #471 from benjchristensen/error-handling
Merge pull request #470 from benjchristensen/operator-last
Merge pull request #467 from benjchristensen/amb-merge
Merge pull request #466 from benjchristensen/unit-test-refactor
Merge pull request #433 from zsxwing/issue-383
Merge pull request #452 from zsxwing/return
Merge pull request #450 from zsxwing/time-interval
Merge pull request #453 from zsxwing/issue-417
Merge pull request #455 from samuelgruetter/scalaadaptor
Merge pull request #458 from soundcloud/android-ui-component-operator
Merge pull request #459 from zsxwing/issue454
Merge branch 'master' of github.com:Netflix/RxJava into scalaadaptor
Merge pull request #449 from mattrjacobs/remove-merge-println
Removing println from OperationMerge
Merge pull request #447 from mattrjacobs/internal-impl-cache
Merge pull request #434 from johnhmarks/Timeout
Merge pull request #443 from ylecaillez/master
Merge pull request #441 from zsxwing/issue-417
Merge pull request #438 from MarioAriasC/master
Merge pull request #437 from benjchristensen/bug-fixes
Merge pull request #435 from mattrjacobs/http-chunked
Merge pull request #430 from zsxwing/issue-428
Merge pull request #432 from codecurve/master
Merge pull request #426 from benjchristensen/publish-subject-resubscribe
Merge pull request #416 from zsxwing/throw
Merge pull request #424 from zsxwing/ignore-elements
Merge pull request #422 from ragalie/jruby
Merge pull request #420 from samuelgruetter/scalaadaptor
Merge pull request #415 from zsxwing/empty-with-scheduler
Merge pull request #414 from zsxwing/skip-last
Merge pull request #413 from zsxwing/take-last
Merge pull request #411 from petermd/fix-schedtests
Merge pull request #410 from zsxwing/contains
Merge pull request #425 from benjchristensen/pull-407-refCount
Merge branch 'master' of github.com:johnhmarks/RxJava into pull-407-refCount
Merge branch 'master', remote-tracking branch 'origin'
Merge branch 'master' of github.com:johnhmarks/RxJava into pull-407-refCount
Merge pull request #403 from zsxwing/cast
Merge pull request #401 from zsxwing/default_if_empty
Merge pull request #408 from samuelgruetter/idiomaticscala
Merge pull request #409 from zsxwing/synchronize-lock
Merge branch 'master' of github.com:Netflix/RxJava
Merge branch 'master' into default_if_empty
